,model,score_test,score_val,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order,cv_iter
23,LightGBM,0.797979797979798,0.7542735042735043,0.0156202316284179,0.0203714370727539,1.7793231010437012,0.0156202316284179,0.0203714370727539,1.7793231010437012,1,True,3,1
24,CatBoost,0.9299242424242424,0.8170940170940172,0.0,0.0156211853027343,25.03852796554565,0.0,0.0156211853027343,25.03852796554565,1,True,6,2
25,RandomForestGini,0.9270833333333334,0.7713141025641027,0.0937263965606689,0.0356431007385253,0.4296343326568603,0.0937263965606689,0.0356431007385253,0.4296343326568603,1,True,4,2
26,RandomForestEntr,0.9094065656565656,0.7612713675213675,0.0781071186065673,0.0468628406524658,0.4061110019683838,0.0781071186065673,0.0468628406524658,0.4061110019683838,1,True,5,2
27,NeuralNetTorch,0.904040404040404,0.7836538461538461,0.0156209468841552,0.0156216621398925,1.5386033058166504,0.0156209468841552,0.0156216621398925,1.5386033058166504,1,True,10,2
28,WeightedEnsemble_L2,0.8989898989898991,0.8377136752136752,0.1874563694000244,0.1406099796295166,40.50596022605896,0.0156211853027343,0.0,3.1390326023101807,2,True,12,2
29,ExtraTreesGini,0.8923611111111112,0.7685363247863247,0.0468642711639404,0.0468642711639404,0.4061520099639892,0.0468642711639404,0.0468642711639404,0.4061520099639892,1,True,7,2
30,XGBoost,0.8781565656565657,0.8094017094017095,0.0312414169311523,0.015622854232788,3.490607261657715,0.0312414169311523,0.015622854232788,3.490607261657715,1,True,9,2
31,ExtraTreesEntr,0.8775252525252526,0.7898504273504274,0.0624871253967285,0.0468447208404541,0.4217536449432373,0.0624871253967285,0.0468447208404541,0.4217536449432373,1,True,8,2
32,LightGBM,0.8295454545454545,0.7642094017094018,0.0156216621398925,0.0,1.4794776439666748,0.0156216621398925,0.0,1.4794776439666748,1,True,3,2
33,LightGBMXT,0.8074494949494948,0.7898504273504274,0.0156219005584716,0.0156221389770507,1.3902945518493652,0.0156219005584716,0.0156221389770507,1.3902945518493652,1,True,2,2
34,LightGBMLarge,0.8005050505050505,0.7213675213675215,0.0156214237213134,0.0156219005584716,1.861382007598877,0.0156214237213134,0.0156219005584716,1.861382007598877,1,True,11,2
35,NeuralNetFastAI,0.7771464646464646,0.8033119658119658,0.0156207084655761,0.015655517578125,2.146281242370605,0.0156207084655761,0.015655517578125,2.146281242370605,1,True,1,2
36,RandomForestEntr,0.8042929292929294,0.7703525641025641,0.0624854564666748,0.046863317489624,0.4087977409362793,0.0624854564666748,0.046863317489624,0.4087977409362793,1,True,5,3
37,NeuralNetTorch,0.7803030303030303,0.7152777777777778,0.0156190395355224,0.0156211853027343,1.4320650100708008,0.0156190395355224,0.0156211853027343,1.4320650100708008,1,True,10,3
38,CatBoost,0.7765151515151515,0.7508547008547009,0.0156223773956298,0.0120084285736083,21.535405158996586,0.0156223773956298,0.0120084285736083,21.535405158996586,1,True,6,3
39,NeuralNetFastAI,0.7714646464646465,0.7471153846153845,0.0156219005584716,0.0156216621398925,1.8388690948486328,0.0156219005584716,0.0156216621398925,1.8388690948486328,1,True,1,3
40,ExtraTreesEntr,0.7664141414141414,0.7571581196581197,0.0538609027862548,0.0468626022338867,0.410515546798706,0.0538609027862548,0.0468626022338867,0.410515546798706,1,True,8,3
41,ExtraTreesGini,0.7654671717171717,0.7674679487179489,0.0547451972961425,0.071662425994873,0.4103856086730957,0.0547451972961425,0.071662425994873,0.4103856086730957,1,True,7,3
42,XGBoost,0.7626262626262627,0.775,0.0312461853027343,0.0156199932098388,1.739311456680298,0.0312461853027343,0.0156199932098388,1.739311456680298,1,True,9,3
43,RandomForestGini,0.7509469696969697,0.7797008547008547,0.0937273502349853,0.0468611717224121,0.4529812335968017,0.0937273502349853,0.0468611717224121,0.4529812335968017,1,True,4,3
44,WeightedEnsemble_L2,0.6691919191919192,0.8063034188034188,0.1249711513519287,0.0498948097229003,12.157573223114014,0.015622854232788,0.0029919147491455,3.440048217773437,2,True,12,3
45,LightGBMLarge,0.6625631313131313,0.7915598290598291,0.062483787536621,0.0156595706939697,3.764009714126587,0.062483787536621,0.0156595706939697,3.764009714126587,1,True,11,3
46,LightGBM,0.6578282828282828,0.7362179487179487,0.0312428474426269,0.0156242847442626,2.974876880645752,0.0312428474426269,0.0156242847442626,2.974876880645752,1,True,3,3
47,LightGBMXT,0.61489898989899,0.716559829059829,0.0312426090240478,0.0156216621398925,3.1146461963653564,0.0312426090240478,0.0156216621398925,3.1146461963653564,1,True,2,3
48,CatBoost,0.8989898989898991,0.8161324786324787,0.0156214237213134,0.0169546604156494,25.69254732131958,0.0156214237213134,0.0169546604156494,25.69254732131958,1,True,6,4
49,WeightedEnsemble_L2,0.8977272727272728,0.8387820512820513,0.1874551773071289,0.123967170715332,38.42323923110962,0.0156219005584716,0.0,3.474487066268921,2,True,12,4
50,NeuralNetTorch,0.8964646464646465,0.7938034188034188,0.0312428474426269,0.0156207084655761,1.37467622756958,0.0312428474426269,0.0156207084655761,1.37467622756958,1,True,10,4
51,RandomForestEntr,0.89614898989899,0.7865384615384615,0.0624854564666748,0.0601513385772705,0.4529807567596435,0.0624854564666748,0.0601513385772705,0.4529807567596435,1,True,5,4
52,XGBoost,0.8623737373737373,0.8192307692307693,0.0156202316284179,0.0156188011169433,1.7495522499084473,0.0156202316284179,0.0156188011169433,1.7495522499084473,1,True,9,4
53,ExtraTreesGini,0.8541666666666666,0.7488782051282051,0.0468642711639404,0.0468649864196777,0.4608397483825683,0.0468642711639404,0.0468649864196777,0.4608397483825683,1,True,7,4
54,RandomForestGini,0.84375,0.7629273504273505,0.0937271118164062,0.046863317489624,0.4217705726623535,0.0937271118164062,0.046863317489624,0.4217705726623535,1,True,4,4
55,ExtraTreesEntr,0.8352272727272728,0.7973824786324787,0.0624861717224121,0.0468642711639404,0.410236120223999,0.0624861717224121,0.0468642711639404,0.410236120223999,1,True,8,4
56,LightGBM,0.8213383838383838,0.711965811965812,0.0312433242797851,0.0156230926513671,2.045793056488037,0.0312433242797851,0.0156230926513671,2.045793056488037,1,True,3,4
57,LightGBMXT,0.7619949494949495,0.711431623931624,0.0,0.0,1.530886173248291,0.0,0.0,1.530886173248291,1,True,2,4
58,LightGBMLarge,0.69760101010101,0.7394230769230768,0.0156207084655761,0.0,2.108877182006836,0.0156207084655761,0.0,2.108877182006836,1,True,11,4
59,NeuralNetFastAI,0.6622474747474748,0.7431623931623932,0.0312426090240478,0.0156216621398925,2.0392322540283203,0.0312426090240478,0.0156216621398925,2.0392322540283203,1,True,1,4
60,ExtraTreesEntr,0.9785353535353536,0.7761752136752138,0.0698359012603759,0.0468640327453613,0.4061546325683594,0.0698359012603759,0.0468640327453613,0.4061546325683594,1,True,8,5
61,ExtraTreesGini,0.9763257575757576,0.7510683760683761,0.0624861717224121,0.062455415725708,0.3964426517486572,0.0624861717224121,0.062455415725708,0.3964426517486572,1,True,7,5
62,RandomForestGini,0.9747474747474748,0.7775641025641026,0.0906445980072021,0.0468635559082031,0.4530181884765625,0.0906445980072021,0.0468635559082031,0.4530181884765625,1,True,4,5
63,RandomForestEntr,0.9741161616161615,0.8009615384615385,0.0624849796295166,0.0468642711639404,0.4061169624328613,0.0624849796295166,0.0468642711639404,0.4061169624328613,1,True,5,5
64,LightGBMXT,0.9640151515151516,0.7789529914529915,0.031243085861206,0.0,2.3028993606567383,0.031243085861206,0.0,2.3028993606567383,1,True,2,5
65,WeightedEnsemble_L2,0.9425505050505052,0.8420940170940172,0.1613404750823974,0.1017935276031494,36.803736209869385,0.0126256942749023,0.0,3.555694341659546,2,True,12,5
66,LightGBM,0.941919191919192,0.7805555555555556,0.0156214237213134,0.0156226158142089,2.218280792236328,0.0156214237213134,0.0156226158142089,2.218280792236328,1,True,3,5
67,XGBoost,0.8926767676767676,0.7829059829059829,0.0292425155639648,0.0156207084655761,1.9647254943847656,0.0292425155639648,0.0156207084655761,1.9647254943847656,1,True,9,5
68,CatBoost,0.8914141414141414,0.8117521367521366,0.0156221389770507,0.0,26.52928066253662,0.0156221389770507,0.0,26.52928066253662,1,True,6,5
69,LightGBMLarge,0.8876262626262627,0.7712606837606838,0.0257437229156494,0.0236859321594238,2.1296379566192627,0.0257437229156494,0.0236859321594238,2.1296379566192627,1,True,11,5
70,NeuralNetFastAI,0.7840909090909092,0.7413461538461538,0.0318331718444824,0.0156223773956298,2.3086249828338623,0.0318331718444824,0.0156223773956298,2.3086249828338623,1,True,1,5
71,NeuralNetTorch,0.6717171717171717,0.6979700854700854,0.023055076599121,0.0,0.8405055999755859,0.023055076599121,0.0,0.8405055999755859,1,True,10,5
72,CatBoost,0.8768939393939394,0.7633547008547009,0.0156238079071044,0.0156247615814208,32.215391874313354,0.0156238079071044,0.0156247615814208,32.215391874313354,1,True,6,6
73,NeuralNetTorch,0.8143939393939394,0.7549145299145299,0.0,0.0189502239227294,1.882941007614136,0.0,0.0189502239227294,1.882941007614136,1,True,10,6
74,RandomForestGini,0.8011363636363636,0.7425213675213675,0.1093487739562988,0.0468640327453613,0.4530189037322998,0.1093487739562988,0.0468640327453613,0.4530189037322998,1,True,4,6
75,RandomForestEntr,0.7859848484848485,0.7464209401709402,0.0624852180480957,0.0468640327453613,0.4061152935028076,0.0624852180480957,0.0468640327453613,0.4061152935028076,1,True,5,6
76,XGBoost,0.7796717171717171,0.7824786324786324,0.0312426090240478,0.0156261920928955,1.9839050769805908,0.0312426090240478,0.0156261920928955,1.9839050769805908,1,True,9,6
77,ExtraTreesEntr,0.7692550505050505,0.7485576923076923,0.0624849796295166,0.0468635559082031,0.4217736721038818,0.0624849796295166,0.0468635559082031,0.4217736721038818,1,True,8,6
78,WeightedEnsemble_L2,0.7525252525252526,0.7936965811965813,0.0624864101409912,0.034576416015625,9.92804741859436,0.0156223773956298,0.0,3.202501058578491,2,True,12,6
79,ExtraTreesGini,0.7231691919191919,0.7729166666666668,0.0468621253967285,0.0624861717224121,0.4217588901519775,0.0468621253967285,0.0624861717224121,0.4217588901519775,1,True,7,6
80,LightGBMXT,0.6717171717171717,0.7735042735042735,0.0312428474426269,0.0156202316284179,2.456977844238281,0.0312428474426269,0.0156202316284179,2.456977844238281,1,True,2,6
81,LightGBM,0.6565656565656567,0.7879273504273504,0.0156214237213134,0.0,2.8587002754211426,0.0156214237213134,0.0,2.8587002754211426,1,True,3,6
82,LightGBMLarge,0.6281565656565656,0.7607905982905984,0.0468635559082031,0.0156211853027343,2.7111735343933105,0.0468635559082031,0.0156211853027343,2.7111735343933105,1,True,11,6
83,NeuralNetFastAI,0.4949494949494948,0.6943376068376068,0.0312426090240478,0.0193865299224853,2.345616817474365,0.0312426090240478,0.0193865299224853,2.345616817474365,1,True,1,6
84,LightGBMLarge,0.768939393939394,0.747008547008547,0.0156221389770507,0.0156223773956298,2.1940155029296875,0.0156221389770507,0.0156223773956298,2.1940155029296875,1,True,11,7
85,RandomForestEntr,0.7512626262626263,0.7633012820512821,0.0624856948852539,0.0312426090240478,0.4025940895080566,0.0624856948852539,0.0312426090240478,0.4025940895080566,1,True,5,7
86,LightGBM,0.7474747474747474,0.7215811965811966,0.0156216621398925,0.0,1.6246142387390137,0.0156216621398925,0.0,1.6246142387390137,1,True,3,7
87,LightGBMXT,0.7329545454545455,0.7313034188034188,0.0312423706054687,0.0156216621398925,1.8023576736450195,0.0312423706054687,0.0156216621398925,1.8023576736450195,1,True,2,7
88,ExtraTreesEntr,0.7162247474747474,0.7632478632478632,0.0513443946838378,0.046863317489624,0.4061145782470703,0.0513443946838378,0.046863317489624,0.4061145782470703,1,True,8,7
89,XGBoost,0.7077020202020202,0.8227564102564102,0.015622854232788,0.0,1.585900068283081,0.015622854232788,0.0,1.585900068283081,1,True,9,7
90,RandomForestGini,0.7064393939393939,0.7902243589743589,0.0937268733978271,0.0468626022338867,0.4217779636383056,0.0937268733978271,0.0468626022338867,0.4217779636383056,1,True,4,7
91,CatBoost,0.6950757575757577,0.8090811965811966,0.0,0.0156216621398925,19.8432354927063,0.0,0.0156216621398925,19.8432354927063,1,True,6,7
92,ExtraTreesGini,0.6919191919191919,0.7704594017094019,0.062485933303833,0.0468635559082031,0.4061551094055176,0.062485933303833,0.0468635559082031,0.4061551094055176,1,True,7,7
93,NeuralNetFastAI,0.6553030303030303,0.7228632478632478,0.0156214237213134,0.0312423706054687,1.983905553817749,0.0156214237213134,0.0312423706054687,1.983905553817749,1,True,1,7
94,NeuralNetTorch,0.6306818181818182,0.790491452991453,0.0312414169311523,0.0,1.4195284843444824,0.0312414169311523,0.0,1.4195284843444824,1,True,10,7
95,WeightedEnsemble_L2,0.2209595959595959,0.8441239316239316,0.1405954360961914,0.093729019165039,30.84437203407288,0.0156216621398925,0.0,3.2101070880889893,2,True,12,7
96,RandomForestEntr,0.7321428571428571,0.8845619658119658,0.0648267269134521,0.0468637943267822,0.4089627265930176,0.0648267269134521,0.0468637943267822,0.4089627265930176,1,True,5,8
97,XGBoost,0.7195767195767196,0.8639957264957264,0.0209436416625976,0.0,1.7495872974395752,0.0209436416625976,0.0,1.7495872974395752,1,True,9,8
98,NeuralNetTorch,0.7182539682539684,0.7625000000000001,0.023566722869873,0.0130031108856201,1.3917944431304932,0.023566722869873,0.0130031108856201,1.3917944431304932,1,True,10,8
99,CatBoost,0.7136243386243386,0.8845085470085469,0.0119688510894775,0.0156216621398925,37.08925914764404,0.0119688510894775,0.0156216621398925,37.08925914764404,1,True,6,8
100,RandomForestGini,0.7056878306878307,0.8532051282051283,0.1087088584899902,0.0468637943267822,0.4373979568481445,0.1087088584899902,0.0468637943267822,0.4373979568481445,1,True,4,8
101,WeightedEnsemble_L2,0.7010582010582009,0.9107905982905984,0.296816349029541,0.1904480457305908,45.61865878105164,0.0156230926513671,0.0029919147491455,3.8402466773986816,2,True,12,8
102,NeuralNetFastAI,0.6937830687830687,0.6752136752136751,0.0378999710083007,0.0469038486480712,1.780787467956543,0.0378999710083007,0.0469038486480712,1.780787467956543,1,True,1,8
103,ExtraTreesEntr,0.689484126984127,0.8447649572649573,0.0547990798950195,0.0468642711639404,0.4217658042907715,0.0547990798950195,0.0468642711639404,0.4217658042907715,1,True,8,8
104,ExtraTreesGini,0.6825396825396824,0.8338675213675214,0.055849552154541,0.0468642711639404,0.4154942035675049,0.055849552154541,0.0468642711639404,0.4154942035675049,1,True,7,8
105,LightGBMXT,0.6402116402116401,0.8407051282051282,0.0259296894073486,0.0,1.6978590488433838,0.0259296894073486,0.0,1.6978590488433838,1,True,2,8
106,LightGBM,0.6190476190476191,0.850534188034188,0.0199460983276367,0.0312426090240478,1.6714391708374023,0.0199460983276367,0.0312426090240478,1.6714391708374023,1,True,3,8
107,LightGBMLarge,0.5833333333333334,0.8100427350427349,0.046858787536621,0.0239369869232177,2.8188490867614746,0.046858787536621,0.0239369869232177,2.8188490867614746,1,True,11,8
108,NeuralNetFastAI,0.8842592592592592,0.7943376068376069,0.0242233276367187,0.0249354839324951,2.288901805877685,0.0242233276367187,0.0249354839324951,2.288901805877685,1,True,1,9
109,LightGBMXT,0.878968253968254,0.7318376068376068,0.0249333381652832,0.0313405990600585,2.152063131332397,0.0249333381652832,0.0313405990600585,2.152063131332397,1,True,2,9
110,WeightedEnsemble_L2,0.8664021164021164,0.8832264957264958,0.4258792400360107,0.2436535358428955,31.14399719238281,0.0189497470855712,0.0,3.1935832500457764,2,True,12,9
111,LightGBM,0.8498677248677248,0.7136752136752138,0.0250639915466308,0.0,2.2445359230041504,0.0250639915466308,0.0,2.2445359230041504,1,True,3,9
112,CatBoost,0.8214285714285715,0.8237179487179486,0.0291557312011718,0.0156428813934326,23.980883359909058,0.0291557312011718,0.0156428813934326,23.980883359909058,1,True,6,9
113,LightGBMLarge,0.796957671957672,0.7206196581196581,0.0817067623138427,0.0312423706054687,3.87976598739624,0.0817067623138427,0.0312423706054687,3.87976598739624,1,True,11,9
114,NeuralNetTorch,0.7876984126984127,0.7342948717948717,0.015209674835205,0.0156190395355224,1.5621342658996582,0.015209674835205,0.0156190395355224,1.5621342658996582,1,True,10,9
115,ExtraTreesEntr,0.7619047619047619,0.7659188034188035,0.0468752384185791,0.0468635559082031,0.4122705459594726,0.0468752384185791,0.0468635559082031,0.4122705459594726,1,True,8,9
116,RandomForestEntr,0.7619047619047619,0.7790064102564104,0.0654850006103515,0.0468640327453613,0.4143733978271484,0.0654850006103515,0.0468640327453613,0.4143733978271484,1,True,5,9
117,ExtraTreesGini,0.736111111111111,0.7574252136752136,0.1265182495117187,0.0468628406524658,0.4061527252197265,0.1265182495117187,0.0468628406524658,0.4061527252197265,1,True,7,9
118,RandomForestGini,0.7294973544973545,0.7867521367521367,0.1146719455718994,0.0624847412109375,0.4478321075439453,0.1146719455718994,0.0624847412109375,0.4478321075439453,1,True,4,9
119,XGBoost,0.6937830687830688,0.7863247863247863,0.0359859466552734,0.0156211853027343,1.4372639656066897,0.0359859466552734,0.0156211853027343,1.4372639656066897,1,True,9,9
120,RandomForestEntr,0.9275132275132276,0.8807488807488807,0.0658881664276123,0.0499074459075927,0.4213335514068603,0.0658881664276123,0.0499074459075927,0.4213335514068603,1,True,5,10
121,RandomForestGini,0.9267195767195768,0.8777981277981278,0.0698959827423095,0.0479042530059814,0.4692556858062744,0.0698959827423095,0.0479042530059814,0.4692556858062744,1,True,4,10
122,WeightedEnsemble_L2,0.9248677248677248,0.8942816442816443,0.3187386989593506,0.2214882373809814,41.04586100578308,0.0167264938354492,0.0029916763305664,3.2541942596435547,2,True,12,10
123,ExtraTreesEntr,0.9243386243386243,0.8609076109076108,0.0504689216613769,0.0510227680206298,0.4201958179473877,0.0504689216613769,0.0510227680206298,0.4201958179473877,1,True,8,10
124,CatBoost,0.9063492063492062,0.8548026048026048,0.025223970413208,0.019637107849121,27.4097957611084,0.025223970413208,0.019637107849121,27.4097957611084,1,True,6,10
125,NeuralNetTorch,0.9,0.7126577126577126,0.0109724998474121,0.0030269622802734,1.798729419708252,0.0109724998474121,0.0030269622802734,1.798729419708252,1,True,10,10
126,XGBoost,0.882010582010582,0.8641636141636142,0.038203477859497,0.0079767704010009,2.8038620948791504,0.038203477859497,0.0079767704010009,2.8038620948791504,1,True,9,10
127,ExtraTreesGini,0.8571428571428571,0.8445767195767196,0.041823387145996,0.0501313209533691,0.4100260734558105,0.041823387145996,0.0501313209533691,0.4100260734558105,1,True,7,10
128,LightGBM,0.8121693121693122,0.7977207977207977,0.0229389667510986,0.0099725723266601,1.973572254180908,0.0229389667510986,0.0099725723266601,1.973572254180908,1,True,3,10
129,LightGBMXT,0.8116402116402117,0.8117623117623118,0.0099720954895019,0.010970115661621,2.0233969688415527,0.0099720954895019,0.010970115661621,2.0233969688415527,1,True,2,10
130,NeuralNetFastAI,0.808994708994709,0.8375050875050875,0.0313870906829834,0.0280511379241943,2.4450974464416504,0.0313870906829834,0.0280511379241943,2.4450974464416504,1,True,1,10
131,LightGBMLarge,0.797883597883598,0.7412494912494912,0.0669963359832763,0.0327465534210205,4.505177736282349,0.0669963359832763,0.0327465534210205,4.505177736282349,1,True,11,10
132,LightGBMXT,0.8712121212121212,0.8173076923076924,0.0156207084655761,0.0,1.7487576007843018,0.0156207084655761,0.0,1.7487576007843018,1,True,2,11
133,LightGBM,0.8421717171717172,0.7972222222222222,0.0156207084655761,0.0251111984252929,1.75335693359375,0.0156207084655761,0.0251111984252929,1.75335693359375,1,True,3,11
134,CatBoost,0.8377525252525252,0.9115384615384616,0.0156230926513671,0.0156211853027343,38.03287124633789,0.0156230926513671,0.0156211853027343,38.03287124633789,1,True,6,11
135,RandomForestEntr,0.8232323232323232,0.8931089743589743,0.0624845027923584,0.0479233264923095,0.4295332431793213,0.0624845027923584,0.0479233264923095,0.4295332431793213,1,True,5,11
136,NeuralNetTorch,0.8125,0.889102564102564,0.0,0.0156242847442626,1.7685487270355225,0.0,0.0156242847442626,1.7685487270355225,1,True,10,11
137,LightGBMLarge,0.8093434343434343,0.8020299145299145,0.031238317489624,0.0156233310699462,2.3531150817871094,0.031238317489624,0.0156233310699462,2.3531150817871094,1,True,11,11
138,ExtraTreesGini,0.7916666666666666,0.901068376068376,0.0624840259552001,0.0468640327453613,0.4101872444152832,0.0624840259552001,0.0468640327453613,0.4101872444152832,1,True,7,11
139,ExtraTreesEntr,0.7859848484848485,0.8852564102564102,0.0624856948852539,0.0624847412109375,0.3904922008514404,0.0624856948852539,0.0624847412109375,0.3904922008514404,1,True,8,11
140,WeightedEnsemble_L2,0.7746212121212123,0.9454059829059828,0.2030813694000244,0.1856458187103271,49.359607458114624,0.0156216621398925,0.0029919147491455,3.260619163513184,2,True,12,11
141,RandomForestGini,0.7575757575757577,0.8959935897435898,0.0781068801879882,0.0509140491485595,0.4389286041259765,0.0781068801879882,0.0509140491485595,0.4389286041259765,1,True,4,11
142,NeuralNetFastAI,0.7525252525252526,0.718482905982906,0.0156221389770507,0.0315098762512207,2.174053430557251,0.0156221389770507,0.0315098762512207,2.174053430557251,1,True,1,11
143,XGBoost,0.6691919191919192,0.9068376068376068,0.0156252384185791,0.0,1.530437469482422,0.0156252384185791,0.0,1.530437469482422,1,True,9,11
144,XGBoost,0.7941919191919191,0.8273504273504274,0.0156209468841552,0.0156550407409667,1.3900105953216553,0.0156209468841552,0.0156550407409667,1.3900105953216553,1,True,9,12
145,RandomForestGini,0.7651515151515152,0.8788995726495727,0.1093485355377197,0.0468637943267822,0.4373974800109863,0.1093485355377197,0.0468637943267822,0.4373974800109863,1,True,4,12
146,ExtraTreesGini,0.7512626262626263,0.8728632478632479,0.0468623638153076,0.0468623638153076,0.406156063079834,0.0468623638153076,0.0468623638153076,0.406156063079834,1,True,7,12
147,CatBoost,0.736111111111111,0.8736111111111112,0.0468659400939941,0.0130031108856201,28.70197296142578,0.0468659400939941,0.0130031108856201,28.70197296142578,1,True,6,12
148,RandomForestEntr,0.7301136363636364,0.8612179487179489,0.0468642711639404,0.0553383827209472,0.3904953002929687,0.0468642711639404,0.0553383827209472,0.3904953002929687,1,True,5,12
149,ExtraTreesEntr,0.7301136363636364,0.8909188034188036,0.0468647480010986,0.0624835491180419,0.4061555862426758,0.0468647480010986,0.0624835491180419,0.4061555862426758,1,True,8,12
150,LightGBM,0.7051767676767676,0.8407051282051281,0.015620470046997,0.0,1.4053752422332764,0.015620470046997,0.0,1.4053752422332764,1,True,3,12
151,WeightedEnsemble_L2,0.7007575757575757,0.9145299145299144,0.1093502044677734,0.1213476657867431,9.446869373321531,0.0,0.0,3.112006902694702,2,True,12,12
152,NeuralNetTorch,0.6660353535353535,0.7758547008547009,0.046863317489624,0.015620470046997,1.4210777282714844,0.046863317489624,0.015620470046997,1.4210777282714844,1,True,10,12
153,LightGBMLarge,0.6654040404040403,0.8276709401709402,0.0156221389770507,0.0119669437408447,2.5437450408935547,0.0156221389770507,0.0119669437408447,2.5437450408935547,1,True,11,12
154,LightGBMXT,0.6641414141414141,0.8791666666666668,0.0156207084655761,0.0156223773956298,1.700397253036499,0.0156207084655761,0.0156223773956298,1.700397253036499,1,True,2,12
155,NeuralNetFastAI,0.640151515151515,0.7959401709401709,0.0312423706054687,0.0312421321868896,1.994951248168945,0.0312423706054687,0.0312421321868896,1.994951248168945,1,True,1,12
156,RandomForestEntr,0.8611111111111112,0.6971688034188035,0.0781061649322509,0.0496397018432617,0.4586911201477051,0.0781061649322509,0.0496397018432617,0.4586911201477051,1,True,5,13
